# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/j8hwang/lab5/tagdirs/Oct4
#
# total peaks = 2203
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1733716.0
# Total tags in peaks = 45928.0
# Approximate IP efficiency = 2.65%
# tags per bp = 0.000795
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.024429e-07
# FDR tag threshold = 4.0
# number of putative peaks = 95516
#
# input tag directory = /home/j8hwang/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 90247
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3065
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/j8hwang/lab5/tagdirs/Oct4 -i /home/j8hwang/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-742	17	27009525	27009599	+	98.1	0.568	17.000000	16.9	3.0	5.63	1.24e-07	5.58	2.68e-08	0.80
17-744	17	27134128	27134202	+	98.1	0.957	17.000000	16.9	3.0	5.63	1.24e-07	5.27	6.04e-08	0.85
17-1282	17	27276228	27276302	+	98.1	0.769	14.000000	16.9	2.0	8.44	4.80e-10	11.03	1.03e-12	1.14
17-1042	17	27476280	27476354	+	98.1	0.760	15.000000	16.9	0.5	33.76	4.42e-19	8.75	3.59e-11	0.91
17-1285	17	27702667	27702741	+	98.1	0.760	14.000000	16.9	4.0	4.22	4.89e-06	5.54	2.97e-08	0.98
17-1046	17	28163764	28163838	+	98.1	0.556	15.000000	17.9	4.0	4.47	1.13e-06	6.90	1.26e-09	0.98
17-655	17	28987909	28987983	+	98.1	0.719	18.000000	16.9	3.0	5.63	1.24e-07	4.42	6.72e-07	0.85
17-863	17	29018802	29018876	+	98.1	0.694	16.000000	16.9	2.0	8.44	4.80e-10	4.73	2.71e-07	0.85
17-1299	17	29032672	29032746	+	98.1	0.688	14.000000	16.9	2.0	8.44	4.80e-10	4.58	4.13e-07	1.05
17-658	17	29268739	29268813	+	98.1	0.645	18.000000	16.9	2.0	8.44	4.80e-10	5.37	4.64e-08	0.80
17-868	17	29371186	29371260	+	98.1	0.765	16.000000	17.9	3.0	5.96	2.16e-08	7.10	8.31e-10	0.98
17-873	17	30034191	30034265	+	98.1	0.731	16.000000	17.9	1.0	17.87	1.09e-15	10.82	1.39e-12	0.91
17-1056	17	31011714	31011788	+	98.1	0.800	15.000000	16.9	2.0	8.44	4.80e-10	10.42	2.50e-12	0.98
17-664	17	31094983	31095057	+	98.1	0.774	18.000000	16.9	2.0	8.44	4.80e-10	8.96	2.51e-11	0.85
17-876	17	31265187	31265261	+	98.1	0.459	16.000000	16.9	4.0	4.22	4.89e-06	4.39	1.52e-06	0.92
17-1629	17	31531496	31531570	+	98.1	0.792	13.000000	16.9	4.0	4.22	4.89e-06	4.96	1.42e-07	1.14
17-1316	17	31580562	31580636	+	98.1	0.647	14.000000	16.9	3.0	5.63	1.24e-07	5.75	1.74e-08	0.98
17-754	17	31660937	31661011	+	98.1	0.636	17.000000	16.9	4.0	4.22	4.89e-06	5.47	3.53e-08	0.85
17-880	17	32551260	32551334	+	98.1	0.632	16.000000	16.9	3.0	5.63	1.24e-07	7.55	3.33e-10	0.91
17-1066	17	33092484	33092558	+	98.1	0.618	15.000000	16.9	1.0	16.88	1.87e-14	7.73	2.33e-10	0.98
17-1068	17	33920918	33920992	+	98.1	0.611	15.000000	16.9	4.0	4.22	4.89e-06	4.14	1.59e-06	0.91
17-1072	17	34024535	34024609	+	98.1	0.688	15.000000	16.9	0.5	33.76	4.42e-19	4.69	3.04e-07	0.91
17-1079	17	35000779	35000853	+	98.1	0.633	15.000000	16.9	3.0	5.63	1.24e-07	4.49	5.43e-07	0.91
17-1335	17	35195839	35195913	+	98.1	0.719	14.000000	16.9	2.0	8.44	4.80e-10	8.15	1.06e-10	1.05
17-1667	17	35487024	35487098	+	98.1	0.875	13.000000	16.9	4.0	4.22	4.89e-06	5.64	2.32e-08	1.05
17-1085	17	35596284	35596358	+	98.1	0.870	15.000000	16.9	2.0	8.44	4.80e-10	4.82	2.09e-07	0.98
17-1343	17	36084485	36084559	+	98.1	0.741	14.000000	16.9	1.0	16.88	1.87e-14	5.65	2.24e-08	1.05
17-768	17	36903692	36903766	+	98.1	0.606	17.000000	16.9	1.0	16.88	1.87e-14	8.21	3.34e-10	0.80
17-1099	17	37007089	37007163	+	98.1	0.605	15.000000	16.9	4.0	4.22	4.89e-06	4.47	5.73e-07	0.98
17-1103	17	37245425	37245499	+	98.1	0.727	15.000000	16.9	3.0	5.63	1.24e-07	7.89	1.71e-10	0.98
17-1105	17	40324066	40324140	+	98.1	0.850	15.000000	16.9	2.0	8.44	4.80e-10	17.17	8.80e-16	0.91
17-1106	17	40854473	40854547	+	98.1	0.875	15.000000	16.9	2.0	8.44	4.80e-10	14.80	1.00e-14	0.91
17-1700	17	43092658	43092732	+	98.1	0.548	13.000000	16.9	3.0	5.63	1.24e-07	10.82	1.39e-12	1.05
17-905	17	43621557	43621631	+	98.1	0.741	16.000000	16.9	0.5	33.76	4.42e-19	10.32	2.89e-12	0.91
17-913	17	46159843	46159917	+	98.1	0.710	16.000000	16.9	1.0	16.88	1.87e-14	6.20	6.01e-09	0.91
17-1122	17	46409217	46409291	+	98.1	0.571	15.000000	16.9	4.0	4.22	4.89e-06	9.91	5.39e-12	0.98
17-915	17	46604580	46604654	+	98.1	0.724	16.000000	16.9	3.0	5.63	1.24e-07	7.50	3.67e-10	0.91
17-916	17	46646256	46646330	+	98.1	0.647	16.000000	16.9	3.0	5.63	1.24e-07	5.10	9.47e-08	0.85
17-1135	17	47406214	47406288	+	98.1	0.950	15.000000	16.9	0.5	33.76	4.42e-19	7.55	3.33e-10	0.98
17-2943	17	48120664	48120738	+	98.1	0.857	11.000000	16.9	4.0	4.22	4.89e-06	8.06	1.24e-10	1.37
17-1384	17	48254985	48255059	+	98.1	0.833	14.000000	16.9	1.0	16.88	1.87e-14	12.93	8.54e-14	0.98
17-923	17	48337016	48337090	+	98.1	0.677	16.000000	16.9	1.0	16.88	1.87e-14	9.62	3.42e-11	0.86
17-926	17	49063888	49063962	+	98.1	0.743	16.000000	16.9	2.0	8.44	4.80e-10	9.33	1.35e-11	0.91
17-929	17	50407590	50407664	+	98.1	0.677	16.000000	16.9	3.0	5.63	1.24e-07	14.02	1.35e-13	0.92
17-931	17	50486397	50486471	+	98.1	0.815	16.000000	16.9	0.5	33.76	4.42e-19	11.14	8.85e-13	0.85
17-786	17	54460495	54460569	+	98.1	0.733	17.000000	16.9	2.0	8.44	4.80e-10	13.39	4.91e-14	0.85
17-1145	17	55715524	55715598	+	98.1	0.794	15.000000	16.9	0.5	33.76	4.42e-19	6.54	2.76e-09	0.98
17-1397	17	56145618	56145692	+	98.1	0.633	14.000000	16.9	2.0	8.44	4.80e-10	5.37	4.64e-08	1.05
17-938	17	56256327	56256401	+	98.1	0.688	16.000000	16.9	4.0	4.22	4.89e-06	5.07	1.04e-07	0.91
17-1762	17	56326333	56326407	+	98.1	0.621	13.000000	16.9	4.0	4.22	4.89e-06	5.53	3.08e-08	1.05
17-945	17	56867142	56867216	+	98.1	0.636	16.000000	16.9	2.0	8.44	4.80e-10	4.63	3.60e-07	0.91
17-948	17	63145528	63145602	+	98.1	0.704	16.000000	16.9	2.0	8.44	4.80e-10	9.30	1.44e-11	0.91
17-950	17	64066608	64066682	+	98.1	0.636	16.000000	16.9	3.0	5.63	1.24e-07	13.47	4.47e-14	0.91
17-1158	17	65955780	65955854	+	98.1	0.773	15.000000	16.9	2.0	8.44	4.80e-10	4.27	1.07e-06	0.91
17-953	17	66111579	66111653	+	98.1	0.465	16.000000	18.9	4.0	4.72	2.48e-07	4.55	9.66e-07	0.86
17-954	17	66123664	66123738	+	98.1	0.562	16.000000	17.9	2.0	8.94	5.61e-11	6.37	4.01e-09	0.91
17-1165	17	69438859	69438933	+	98.1	0.733	15.000000	17.9	0.5	35.74	1.30e-20	7.73	2.33e-10	0.98
17-1424	17	70515269	70515343	+	98.1	0.757	14.000000	16.9	4.0	4.22	4.89e-06	8.24	8.95e-11	0.98
17-1425	17	70707157	70707231	+	98.1	0.852	14.000000	16.9	2.0	8.44	4.80e-10	8.36	7.16e-11	0.98
17-1804	17	71115728	71115802	+	98.1	0.750	13.000000	16.9	2.0	8.44	4.80e-10	8.21	9.46e-11	1.05
17-1809	17	71869084	71869158	+	98.1	0.913	13.000000	16.9	0.5	33.76	4.42e-19	8.24	8.95e-11	1.05
17-967	17	74135098	74135172	+	98.1	0.750	16.000000	16.9	1.0	16.88	1.87e-14	9.33	1.35e-11	0.91
17-1173	17	74774560	74774634	+	98.1	0.846	15.000000	16.9	3.0	5.63	1.24e-07	6.68	2.04e-09	0.98
17-1181	17	79969562	79969636	+	98.1	0.543	15.000000	16.9	4.0	4.22	4.89e-06	6.15	6.77e-09	0.91
17-972	17	80660366	80660440	+	98.1	0.581	16.000000	16.9	2.0	8.44	4.80e-10	6.00	2.58e-08	0.92
17-973	17	80826162	80826236	+	98.1	0.541	16.000000	16.9	4.0	4.22	4.89e-06	7.10	8.31e-10	0.91
17-1832	17	82827442	82827516	+	98.1	0.545	13.000000	16.9	3.0	5.63	1.24e-07	9.41	1.19e-11	1.05
17-1186	17	83514454	83514528	+	98.1	0.656	15.000000	16.9	2.0	8.44	4.80e-10	5.92	1.16e-08	0.91
17-978	17	83536101	83536175	+	98.1	0.487	16.000000	16.9	3.0	5.63	1.24e-07	7.35	1.57e-09	0.99
17-1836	17	83564099	83564173	+	98.1	0.556	13.000000	16.9	2.0	8.44	4.80e-10	6.20	6.01e-09	1.05
17-708	17	83698873	83698947	+	98.1	0.622	18.000000	17.9	0.5	35.74	1.30e-20	6.25	5.33e-09	0.85
17-1189	17	83742352	83742426	+	98.1	0.680	15.000000	16.9	2.0	8.44	4.80e-10	4.25	1.12e-06	0.91
17-1191	17	83881250	83881324	+	98.1	0.667	15.000000	16.9	3.0	5.63	1.24e-07	7.23	2.00e-09	0.92
17-982	17	84128415	84128489	+	98.1	0.679	16.000000	16.9	1.0	16.88	1.87e-14	7.55	3.33e-10	0.91
17-1193	17	84175207	84175281	+	98.1	0.778	15.000000	16.9	3.0	5.63	1.24e-07	9.87	5.76e-12	0.91
17-1842	17	84188436	84188510	+	98.1	0.759	13.000000	16.9	3.0	5.63	1.24e-07	4.93	1.50e-07	1.14
17-1454	17	84656694	84656768	+	98.1	0.559	14.000000	16.9	3.0	5.63	1.24e-07	10.92	1.20e-12	0.98
17-1465	17	88066502	88066576	+	98.1	0.529	14.000000	16.9	4.0	4.22	4.89e-06	5.02	1.18e-07	0.98
17-996	17	3055073	3055147	+	92.3	0.760	15.000000	15.9	3.0	5.30	6.70e-07	16.04	1.69e-14	0.86
17-1477	17	4660742	4660816	+	92.3	0.773	13.000000	15.9	2.0	7.94	3.87e-09	11.09	9.21e-11	1.01
17-1220	17	5089675	5089749	+	92.3	0.613	14.000000	15.9	3.0	5.30	6.70e-07	5.10	2.22e-07	0.92
17-1222	17	5795985	5796059	+	92.3	0.615	14.000000	15.9	2.0	7.94	3.87e-09	9.41	4.73e-11	0.99
17-1223	17	5890549	5890623	+	92.3	0.676	14.000000	15.9	2.0	7.94	3.87e-09	6.03	2.39e-08	0.99
17-1228	17	6892403	6892477	+	92.3	0.600	14.000000	16.9	4.0	4.22	4.89e-06	9.17	6.90e-11	0.99
17-1005	17	10332291	10332365	+	92.3	0.727	15.000000	15.9	0.5	31.77	1.42e-17	4.71	6.35e-07	0.86
17-830	17	10626822	10626896	+	92.3	0.688	16.000000	15.9	2.0	7.94	3.87e-09	6.94	3.49e-09	0.80
17-1496	17	12039387	12039461	+	92.3	0.857	13.000000	15.9	3.0	5.30	6.70e-07	7.08	2.65e-09	1.17
17-1007	17	12047396	12047470	+	92.3	0.720	15.000000	15.9	2.0	7.94	3.87e-09	4.73	6.00e-07	0.86
17-1920	17	12119893	12119967	+	92.3	0.654	12.000000	15.9	2.0	7.94	3.87e-09	4.72	6.17e-07	1.07
17-1239	17	14815710	14815784	+	92.3	0.826	14.000000	15.9	2.0	7.94	3.87e-09	7.93	5.43e-10	0.99
17-843	17	23844164	23844238	+	92.3	0.654	16.000000	15.9	3.0	5.30	6.70e-07	6.55	2.25e-08	0.80
17-1549	17	24896368	24896442	+	92.3	0.850	13.000000	15.9	3.0	5.30	6.70e-07	5.46	9.16e-08	0.99
17-1557	17	25785451	25785525	+	92.3	0.667	13.000000	15.9	3.0	5.30	6.70e-07	7.70	8.24e-10	1.07
17-1995	17	25920345	25920419	+	92.3	0.593	12.000000	15.9	3.0	5.30	6.70e-07	6.21	1.62e-08	1.07
17-1272	17	26069665	26069739	+	92.3	0.645	14.000000	15.9	3.0	5.30	6.70e-07	6.02	2.48e-08	0.99
17-2595	17	26276947	26277021	+	92.3	0.783	11.000000	15.9	2.0	7.94	3.87e-09	8.24	3.17e-10	1.17
17-861	17	28554240	28554314	+	92.3	0.909	16.000000	15.9	3.0	5.30	6.70e-07	5.77	4.36e-08	0.86
17-1593	17	28691460	28691534	+	92.3	0.808	13.000000	15.9	3.0	5.30	6.70e-07	4.83	4.48e-07	1.07
17-1594	17	28880383	28880457	+	92.3	0.643	13.000000	15.9	3.0	5.30	6.70e-07	5.13	2.09e-07	0.99
17-1595	17	28897425	28897499	+	92.3	0.706	13.000000	15.9	2.0	7.94	3.87e-09	4.69	6.53e-07	1.07
17-866	17	29213914	29213988	+	92.3	0.741	16.000000	16.9	3.0	5.63	1.24e-07	5.56	7.19e-08	0.86
17-1303	17	29420795	29420869	+	92.3	0.850	14.000000	15.9	2.0	7.94	3.87e-09	4.89	3.86e-07	0.92
17-1053	17	29539199	29539273	+	92.3	0.613	15.000000	15.9	1.0	15.89	3.00e-13	7.08	2.65e-09	0.86
17-875	17	30377896	30377970	+	92.3	0.607	16.000000	15.9	1.0	15.89	3.00e-13	7.84	6.36e-10	0.86
17-1313	17	31113766	31113840	+	92.3	0.571	14.000000	15.9	3.0	5.30	6.70e-07	4.92	3.53e-07	0.92
17-1315	17	31435494	31435568	+	92.3	0.692	14.000000	16.9	1.0	16.88	1.87e-14	4.71	6.35e-07	0.99
17-1060	17	31512170	31512244	+	92.3	0.579	15.000000	15.9	3.0	5.30	6.70e-07	6.12	1.97e-08	0.92
17-1062	17	31802872	31802946	+	92.3	0.486	15.000000	15.9	3.0	5.30	6.70e-07	4.78	5.19e-07	0.92
17-882	17	32841629	32841703	+	92.3	0.514	16.000000	15.9	3.0	5.30	6.70e-07	8.04	1.56e-09	0.86
17-1650	17	33827040	33827114	+	92.3	0.773	13.000000	15.9	0.5	31.77	1.42e-17	4.14	3.24e-06	0.99
17-888	17	34603470	34603544	+	92.3	0.545	16.000000	16.9	4.0	4.22	4.89e-06	4.77	5.34e-07	0.86
17-2109	17	34605614	34605688	+	92.3	0.581	12.000000	15.9	3.0	5.30	6.70e-07	5.03	2.68e-07	1.07
17-761	17	35076876	35076950	+	92.3	0.679	17.000000	15.9	1.0	15.89	3.00e-13	6.08	2.13e-08	0.86
17-894	17	35666813	35666887	+	92.3	0.586	16.000000	15.9	3.0	5.30	6.70e-07	6.08	2.13e-08	0.80
17-1697	17	37259925	37259999	+	92.3	0.773	13.000000	15.9	0.5	31.77	1.42e-17	17.21	5.85e-15	0.99
17-1348	17	42982655	42982729	+	92.3	0.645	14.000000	15.9	1.0	15.89	3.00e-13	7.25	1.91e-09	0.92
17-1107	17	43354782	43354856	+	92.3	0.714	15.000000	15.9	2.0	7.94	3.87e-09	9.58	3.65e-11	0.92
17-2164	17	44105748	44105822	+	92.3	0.679	12.000000	15.9	1.0	15.89	3.00e-13	8.86	1.12e-10	1.07
17-1108	17	44912181	44912255	+	92.3	0.706	15.000000	15.9	3.0	5.30	6.70e-07	16.41	1.20e-14	0.86
17-1134	17	47267978	47268052	+	92.3	0.633	15.000000	15.9	2.0	7.94	3.87e-09	7.15	2.30e-09	0.92
17-1382	17	47921375	47921449	+	92.3	0.679	14.000000	15.9	3.0	5.30	6.70e-07	4.48	1.20e-06	0.99
17-1387	17	48648011	48648085	+	92.3	0.625	14.000000	15.9	2.0	7.94	3.87e-09	7.35	1.61e-08	0.93
17-928	17	49971252	49971326	+	92.3	0.731	16.000000	16.9	0.5	33.76	4.42e-19	11.63	2.15e-12	0.86
17-1388	17	52612259	52612333	+	92.3	0.733	14.000000	17.9	2.0	8.94	5.61e-11	5.87	3.49e-08	0.99
17-933	17	53478724	53478798	+	92.3	0.690	16.000000	15.9	2.0	7.94	3.87e-09	5.42	1.01e-07	0.86
17-1402	17	56584562	56584636	+	92.3	0.769	14.000000	15.9	3.0	5.30	6.70e-07	4.44	2.80e-06	1.00
17-2993	17	56585974	56586048	+	92.3	0.773	11.000000	15.9	0.5	31.77	1.42e-17	4.64	7.52e-07	1.17
17-1153	17	56885880	56885954	+	92.3	0.600	15.000000	16.9	2.0	8.44	4.80e-10	4.42	1.41e-06	0.99
17-1777	17	62883259	62883333	+	92.3	0.633	13.000000	15.9	2.0	7.94	3.87e-09	5.08	2.37e-07	0.99
17-1419	17	66101118	66101192	+	92.3	0.692	14.000000	15.9	1.0	15.89	3.00e-13	4.43	1.37e-06	0.92
17-1421	17	66123517	66123591	+	92.3	0.576	14.000000	15.9	3.0	5.30	6.70e-07	6.00	2.58e-08	0.92
17-800	17	67711313	67711387	+	92.3	0.500	17.000000	15.9	2.0	7.94	3.87e-09	7.46	1.29e-09	0.80
17-1431	17	72112530	72112604	+	92.3	0.769	14.000000	15.9	1.0	15.89	3.00e-13	11.20	3.75e-12	0.99
17-968	17	75233374	75233448	+	92.3	0.600	16.000000	15.9	1.0	15.89	3.00e-13	7.87	6.04e-10	0.86
17-1178	17	79062994	79063068	+	92.3	0.516	15.000000	15.9	3.0	5.30	6.70e-07	6.70	5.70e-09	0.86
17-1180	17	79580458	79580532	+	92.3	0.667	15.000000	15.9	2.0	7.94	3.87e-09	10.80	6.38e-12	0.92
17-2374	17	79950370	79950444	+	92.3	0.667	12.000000	15.9	0.5	31.77	1.42e-17	5.59	6.70e-08	1.07
17-3128	17	83214330	83214404	+	92.3	0.735	11.000000	16.9	2.0	8.44	4.80e-10	6.36	1.17e-08	1.28
17-1192	17	83957257	83957331	+	92.3	0.875	15.000000	15.9	3.0	5.30	6.70e-07	4.23	2.41e-06	0.86
17-1841	17	83968318	83968392	+	92.3	0.900	13.000000	15.9	3.0	5.30	6.70e-07	7.67	8.67e-10	1.07
17-1452	17	84474537	84474611	+	92.3	0.643	14.000000	15.9	2.0	7.94	3.87e-09	7.87	6.04e-10	0.92
17-1195	17	84596027	84596101	+	92.3	0.529	15.000000	16.9	0.5	33.76	4.42e-19	5.72	4.86e-08	0.92
17-984	17	84745167	84745241	+	92.3	0.621	16.000000	15.9	3.0	5.30	6.70e-07	9.13	7.35e-11	0.80
17-1847	17	85116804	85116878	+	92.3	0.680	13.000000	15.9	3.0	5.30	6.70e-07	8.08	4.16e-10	0.99
17-1852	17	86136648	86136722	+	92.3	0.905	13.000000	15.9	1.0	15.89	3.00e-13	7.59	1.01e-09	0.99
17-1855	17	86668059	86668133	+	92.3	0.500	13.000000	15.9	3.0	5.30	6.70e-07	5.74	4.69e-08	0.99
17-1200	17	87179429	87179503	+	92.3	0.792	15.000000	15.9	2.0	7.94	3.87e-09	6.99	3.19e-09	0.86
17-1203	17	87569528	87569602	+	92.3	0.739	15.000000	15.9	2.0	7.94	3.87e-09	5.35	1.20e-07	0.86
17-990	17	87657702	87657776	+	92.3	0.724	16.000000	15.9	3.0	5.30	6.70e-07	8.37	2.53e-10	0.86
17-1206	17	87798667	87798741	+	92.3	0.833	15.000000	15.9	3.0	5.30	6.70e-07	6.51	8.38e-09	0.86
17-1207	17	87933050	87933124	+	92.3	0.675	15.000000	15.9	1.0	15.89	3.00e-13	5.79	4.20e-08	0.86
17-2446	17	88441725	88441799	+	92.3	0.600	12.000000	15.9	3.0	5.30	6.70e-07	4.96	3.22e-07	1.07
17-823	17	89272414	89272488	+	92.3	0.562	17.000000	15.9	0.5	31.77	1.42e-17	10.08	1.74e-11	0.80
17-1877	17	90039360	90039434	+	92.3	0.739	13.000000	15.9	1.0	15.89	3.00e-13	13.15	1.90e-12	1.00
17-997	17	3084788	3084862	+	86.5	0.750	15.000000	14.9	3.0	4.96	3.40e-06	8.98	3.52e-10	0.80
17-998	17	3158008	3158082	+	86.5	0.783	15.000000	14.9	2.0	7.45	2.93e-08	5.04	6.11e-07	0.86
17-826	17	5143630	5143704	+	86.5	0.595	16.000000	16.9	2.0	8.44	4.80e-10	9.45	1.77e-10	0.86
17-1483	17	5202029	5202103	+	86.5	0.652	13.000000	14.9	3.0	4.96	3.40e-06	7.41	4.56e-09	0.92
17-1001	17	5440548	5440622	+	86.5	0.630	15.000000	15.9	3.0	5.30	6.70e-07	6.44	2.78e-08	0.86
17-721	17	6739320	6739394	+	86.5	0.621	17.000000	16.9	3.0	5.63	1.24e-07	5.66	1.46e-07	0.80
17-1226	17	6766311	6766385	+	86.5	0.850	14.000000	14.9	2.0	7.45	2.93e-08	5.69	1.36e-07	0.92
17-1230	17	10366231	10366305	+	86.5	0.586	14.000000	16.9	2.0	8.44	4.80e-10	5.04	6.11e-07	0.92
17-1915	17	11376894	11376968	+	86.5	0.774	12.000000	14.9	1.0	14.89	4.52e-12	14.08	7.31e-13	1.09
17-2509	17	14098309	14098383	+	86.5	0.938	11.000000	14.9	2.0	7.45	2.93e-08	16.97	4.98e-14	1.09
17-1508	17	14520718	14520792	+	86.5	0.679	13.000000	14.9	1.0	14.89	4.52e-12	10.23	6.03e-11	1.00
17-1516	17	17059697	17059771	+	86.5	0.536	13.000000	14.9	1.0	14.89	4.52e-12	7.47	1.32e-08	0.93
17-1013	17	17196344	17196418	+	86.5	0.774	15.000000	14.9	3.0	4.96	3.40e-06	8.74	5.04e-10	0.86
17-1015	17	19483064	19483138	+	86.5	0.531	15.000000	15.9	1.0	15.89	3.00e-13	10.34	5.23e-11	0.86
17-1253	17	21733866	21733940	+	86.5	0.800	14.000000	14.9	1.0	14.89	4.52e-12	7.19	6.71e-09	0.92
17-1530	17	23610685	23610759	+	86.5	0.758	13.000000	14.9	3.0	4.96	3.40e-06	5.42	2.46e-07	1.00
17-1536	17	24046216	24046290	+	86.5	0.731	13.000000	14.9	3.0	4.96	3.40e-06	7.85	2.14e-09	0.92
17-1974	17	24390038	24390112	+	86.5	0.696	12.000000	14.9	3.0	4.96	3.40e-06	9.45	1.77e-10	1.00
17-1540	17	24455230	24455304	+	86.5	0.720	13.000000	14.9	1.0	14.89	4.52e-12	7.24	6.10e-09	1.00
17-1265	17	24478688	24478762	+	86.5	0.600	14.000000	14.9	3.0	4.96	3.40e-06	5.10	5.22e-07	0.86
17-1546	17	24696028	24696102	+	86.5	0.800	13.000000	14.9	1.0	14.89	4.52e-12	5.34	3.01e-07	1.00
17-1556	17	25701301	25701375	+	86.5	0.783	13.000000	14.9	2.0	7.45	2.93e-08	7.72	2.63e-09	1.00
17-1271	17	25898798	25898872	+	86.5	0.727	14.000000	14.9	1.0	14.89	4.52e-12	5.77	2.95e-07	0.86
17-1035	17	25902993	25903067	+	86.5	0.605	15.000000	14.9	2.0	7.45	2.93e-08	6.87	1.22e-08	0.92
17-1996	17	26007755	26007829	+	86.5	0.571	12.000000	14.9	3.0	4.96	3.40e-06	5.06	5.74e-07	1.00
17-1036	17	26011896	26011970	+	86.5	0.600	15.000000	14.9	3.0	4.96	3.40e-06	5.21	4.05e-07	0.92
17-1578	17	27204776	27204850	+	86.5	0.708	13.000000	14.9	2.0	7.45	2.93e-08	5.28	3.44e-07	0.92
17-1044	17	27564744	27564818	+	86.5	0.581	15.000000	14.9	2.0	7.45	2.93e-08	4.67	1.53e-06	0.86
17-1583	17	27565126	27565200	+	86.5	0.643	13.000000	14.9	2.0	7.45	2.93e-08	4.68	1.49e-06	0.92
17-1587	17	28310909	28310983	+	86.5	0.724	13.000000	14.9	0.5	29.78	4.25e-16	5.93	8.10e-08	1.09
17-2030	17	28364076	28364150	+	86.5	0.731	12.000000	14.9	1.0	14.89	4.52e-12	4.83	1.02e-06	1.00
17-1304	17	29438461	29438535	+	86.5	0.586	14.000000	14.9	2.0	7.45	2.93e-08	4.77	1.18e-06	0.92
17-1306	17	29996204	29996278	+	86.5	0.704	14.000000	14.9	1.0	14.89	4.52e-12	7.72	2.63e-09	0.86
17-1311	17	30880564	30880638	+	86.5	0.607	14.000000	14.9	2.0	7.45	2.93e-08	4.94	7.81e-07	0.86
17-2081	17	32209922	32209996	+	86.5	0.750	12.000000	14.9	3.0	4.96	3.40e-06	5.60	1.06e-06	0.94
17-1065	17	32501416	32501490	+	86.5	0.714	15.000000	14.9	3.0	4.96	3.40e-06	6.11	5.52e-08	0.80
17-881	17	32563527	32563601	+	86.5	0.731	16.000000	14.9	2.0	7.45	2.93e-08	12.41	4.26e-12	0.92
17-2087	17	33536737	33536811	+	86.5	0.700	12.000000	14.9	3.0	4.96	3.40e-06	7.24	6.10e-09	1.00
17-1325	17	33629499	33629573	+	86.5	0.432	14.000000	14.9	3.0	4.96	3.40e-06	6.30	1.04e-07	0.93
17-1329	17	33991982	33992056	+	86.5	0.579	14.000000	15.9	3.0	5.30	6.70e-07	7.30	5.54e-09	0.92
17-2765	17	34187872	34187946	+	86.5	0.850	11.000000	15.9	1.0	15.89	3.00e-13	5.39	2.63e-07	1.20
17-1677	17	35823408	35823482	+	86.5	0.606	13.000000	14.9	2.0	7.45	2.93e-08	5.25	3.67e-07	1.00
17-1342	17	35979258	35979332	+	86.5	0.919	14.000000	14.9	3.0	4.96	3.40e-06	4.64	1.67e-06	0.86
17-2850	17	41208161	41208235	+	86.5	0.850	11.000000	14.9	2.0	7.45	2.93e-08	13.60	1.19e-12	1.09
17-2851	17	42027238	42027312	+	86.5	0.826	11.000000	14.9	2.0	7.45	2.93e-08	18.38	1.60e-14	1.33
17-1699	17	42631574	42631648	+	86.5	0.759	13.000000	14.9	3.0	4.96	3.40e-06	11.75	9.08e-12	1.00
17-2852	17	42683569	42683643	+	86.5	0.536	11.000000	14.9	3.0	4.96	3.40e-06	9.93	9.13e-11	1.09
17-2158	17	42876542	42876616	+	86.5	0.714	12.000000	14.9	1.0	14.89	4.52e-12	5.59	1.68e-07	1.00
17-1704	17	44181387	44181461	+	86.5	0.724	13.000000	14.9	1.0	14.89	4.52e-12	9.06	3.12e-10	0.92
17-1123	17	46483667	46483741	+	86.5	0.778	15.000000	15.9	3.0	5.30	6.70e-07	6.05	6.20e-08	0.86
17-1124	17	46547226	46547300	+	86.5	0.679	15.000000	14.9	0.5	29.78	4.25e-16	4.66	1.58e-06	0.86
17-1366	17	46674086	46674160	+	86.5	0.562	14.000000	14.9	1.0	14.89	4.52e-12	4.82	1.05e-06	0.92
17-1725	17	46783688	46783762	+	86.5	0.882	13.000000	14.9	3.0	4.96	3.40e-06	4.16	6.02e-06	0.92
17-1369	17	46800005	46800079	+	86.5	0.706	14.000000	14.9	3.0	4.96	3.40e-06	4.01	9.26e-06	0.92
